"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 09","79.36","77.35","80.00","68.59","5.66M","2.69%"
"Nov 09","77.28","77.02","81.06","72.39","6.45M","0.36%"
"Oct 09","77.00","70.40","82.00","68.05","6.92M","9.05%"
"Sep 09","70.61","69.85","73.16","65.05","5.75M","0.93%"
"Aug 09","69.96","69.30","75.00","65.23","5.72M","0.73%"
"Jul 09","69.45","70.45","71.85","58.32","5.91M","-0.63%"
"Jun 09","69.89","66.48","73.38","64.95","5.60M","5.40%"
"May 09","66.31","50.95","66.64","50.43","5.04M","29.71%"
"Apr 09","51.12","48.96","53.90","43.83","4.69M","2.94%"
"Mar 09","49.66","44.34","54.66","39.44","5.17M","10.95%"
"Feb 09","44.76","41.75","45.30","33.55","4.86M","7.39%"
"Jan 09","41.68","43.72","50.47","32.70","5.13M","-6.55%"
"Dec 08","44.60","54.62","54.62","32.40","4.47M","-18.06%"
"Nov 08","54.43","67.37","71.77","48.25","4.52M","-19.73%"
"Oct 08","67.81","101.86","102.84","61.30","5.69M","-32.62%"
"Sep 08","100.64","116.65","130.00","90.51","5.66M","-12.84%"
"Aug 08","115.46","124.06","128.60","111.34","5.46M","-6.95%"
"Jul 08","124.08","140.18","147.27","120.42","5.83M","-11.37%"
"Jun 08","140.00","127.63","143.67","121.61","6.23M","9.93%"
"May 08","127.35","114.60","135.09","110.30","6.80M","12.24%"
"Apr 08","113.46","101.57","119.93","99.55","5.63M","11.70%"
"Mar 08","101.58","101.63","111.80","98.65","5.99M","-0.26%"
"Feb 08","101.84","91.36","103.05","86.24","5.14M","11.00%"
"Jan 08","91.75","96.05","100.09","86.11","5.46M","-4.41%"
"Dec 07","95.98","88.79","97.92","85.82","4.25M","8.20%"
"Nov 07","88.71","95.15","99.29","88.45","6.16M","-6.16%"
"Oct 07","94.53","81.75","95.28","78.35","6.02M","15.76%"
"Sep 07","81.66","73.90","83.90","73.48","4.78M","10.29%"
"Aug 07","74.04","77.94","78.77","68.63","4.98M","-5.33%"
"Jul 07","78.21","70.52","78.28","69.57","4.25M","10.65%"
"Jun 07","70.68","64.23","71.06","63.80","4.42M","10.42%"
"May 07","64.01","65.66","66.38","60.68","4.71M","-2.59%"
"Apr 07","65.71","66.03","66.70","61.34","4.11M","-0.24%"
"Mar 07","65.87","61.82","68.09","56.10","4.75M","6.60%"
"Feb 07","61.79","57.89","62.25","56.62","4.78M","6.28%"
"Jan 07","58.14","60.95","60.97","49.90","4.94M","-4.77%"
"Dec 06","61.05","62.85","64.15","59.90","3.22M","-3.29%"
"Nov 06","63.13","58.60","63.77","54.86","3.70M","7.49%"
"Oct 06","58.73","62.80","63.32","56.55","3.33M","-6.64%"
"Sep 06","62.91","70.29","70.66","59.52","2.40M","-10.46%"
"Aug 06","70.26","74.40","77.45","68.65","2.05M","-5.56%"
"Jul 06","74.40","73.95","78.40","71.65","1.82M","0.64%"
"Jun 06","73.93","71.26","74.15","68.10","2.28M","3.70%"
"May 06","71.29","71.70","74.99","67.42","2.46M","-0.82%"
"Apr 06","71.88","66.25","75.35","65.60","2.07M","7.88%"
"Mar 06","66.63","61.58","67.30","59.25","2.30M","8.50%"
"Feb 06","61.41","67.80","69.00","57.55","2.26M","-9.58%"
"Jan 06","67.92","61.04","69.20","60.81","2.15M","11.27%"
"Dec 05","61.04","57.40","61.90","56.90","1.84M","6.49%"
"Nov 05","57.32","59.76","62.15","55.40","1.90M","-4.08%"
"Oct 05","59.76","66.20","66.62","59.15","1.93M","-9.78%"
"Sep 05","66.24","68.75","69.66","62.55","2.17M","-3.92%"
"Aug 05","68.94","60.51","70.85","60.51","2.43M","13.82%"
"Jul 05","60.57","56.56","62.10","56.10","1.97M","7.20%"
"Jun 05","56.50","51.95","60.95","51.93","2.18M","8.72%"
"May 05","51.97","49.28","53.10","46.20","2.06M","4.53%"
"Apr 05","49.72","55.25","58.28","49.50","2.10M","-10.25%"
"Mar 05","55.40","51.77","57.60","50.65","2.12M","7.05%"
"Feb 05","51.75","48.21","52.28","44.60","1.59M","7.37%"
"Jan 05","48.20","43.10","49.75","41.25","1.84M","10.93%"
"Dec 04","43.45","49.07","49.12","40.25","1.85M","-11.56%"
"Nov 04","49.13","51.82","52.50","45.25","1.81M","-5.08%"
"Oct 04","51.76","49.64","55.67","49.20","2.08M","4.27%"
"Sep 04","49.64","42.11","50.47","42.11","2.04M","17.85%"
"Aug 04","42.12","43.69","49.40","41.30","2.23M","-3.84%"
"Jul 04","43.80","37.05","43.85","36.69","1.75M","18.22%"
"Jun 04","37.05","40.40","42.45","35.52","1.95M","-7.10%"
"May 04","39.88","37.39","41.85","37.25","1.89M","6.69%"
"Apr 04","37.38","35.82","38.30","33.30","1.97M","4.53%"
"Mar 04","35.76","36.16","38.50","34.75","2.00M","-1.11%"
"Feb 04","36.16","33.20","36.23","32.20","1.64M","9.41%"
"Jan 04","33.05","32.40","36.37","32.27","1.83M","1.63%"
"Dec 03","32.52","30.26","33.93","29.66","1.55M","6.94%"
"Nov 03","30.41","29.13","33.55","28.47","1.57M","4.47%"
"Oct 03","29.11","29.15","32.60","28.26","1.73M","-0.31%"
"Sep 03","29.20","31.28","31.40","26.65","1.65M","-7.51%"
"Aug 03","31.57","30.58","32.85","30.10","1.66M","3.37%"
"Jul 03","30.54","30.12","32.10","29.17","1.53M","1.16%"
"Jun 03","30.19","29.49","32.50","28.53","1.53M","2.13%"
"May 03","29.56","25.95","29.65","25.42","1.63M","14.57%"
"Apr 03","25.80","31.16","31.32","25.04","1.48M","-16.88%"
"Mar 03","31.04","36.45","38.20","26.30","1.58M","-15.19%"
"Feb 03","36.60","33.33","39.99","32.55","1.71M","9.22%"
"Jan 03","33.51","31.60","35.20","29.75","1.89M","7.40%"
"Dec 02","31.20","26.90","33.65","26.57","1.63M","16.03%"
"Nov 02","26.89","27.20","27.56","24.82","1.56M","-1.21%"
"Oct 02","27.22","30.45","31.18","26.53","1.87M","-10.61%"
"Sep 02","30.45","29.00","31.39","27.62","1.48M","5.07%"
"Aug 02","28.98","27.00","30.32","26.00","1.77M","7.25%"
"Jul 02","27.02","26.89","28.10","25.73","1.59M","0.60%"
"Jun 02","26.86","25.26","27.05","23.80","1.52M","6.12%"
"May 02","25.31","27.25","29.54","24.40","1.88M","-7.26%"
"Apr 02","27.29","26.46","28.35","23.31","1.80M","3.72%"
"Mar 02","26.31","21.80","26.38","21.62","1.57M","21.02%"
"Feb 02","21.74","19.47","21.85","19.09","1.46M","11.60%"
"Jan 02","19.48","19.90","22.00","17.85","1.53M","-1.81%"
"Dec 01","19.84","19.40","21.50","17.80","1.20M","2.06%"
"Nov 01","19.44","21.26","22.62","16.70","1.54M","-8.22%"
"Oct 01","21.18","23.50","23.98","20.80","1.36M","-9.60%"
"Sep 01","23.43","27.17","29.98","20.30","1.20M","-13.86%"
"Aug 01","27.20","26.35","28.42","26.28","1.48M","3.23%"
"Jul 01","26.35","26.31","28.29","24.54","1.39M","0.38%"
"Jun 01","26.25","28.48","29.63","25.10","1.50M","-7.47%"
"May 01","28.37","28.43","30.20","27.05","1.29M","-0.32%"
"Apr 01","28.46","26.35","29.04","25.49","1.26M","8.25%"
"Mar 01","26.29","27.41","29.15","25.70","1.47M","-4.02%"
"Feb 01","27.39","28.70","31.87","27.36","1.34M","-4.43%"
"Jan 01","28.66","26.90","32.70","26.65","1.37M","6.94%"
"Dec 00","26.80","33.76","34.15","25.58","1.22M","-20.76%"
"Nov 00","33.82","32.69","35.84","32.10","1.29M","3.43%"
"Oct 00","32.70","30.97","37.00","30.19","1.42M","6.03%"
"Sep 00","30.84","33.00","37.80","30.20","1.59M","-6.88%"
"Aug 00","33.12","27.36","33.70","27.26","1.44M","20.74%"
"Jul 00","27.43","31.15","32.35","27.35","1.30M","-15.60%"
"Jun 00","32.50","29.00","33.40","28.87","1.48M","12.03%"
"May 00","29.01","25.55","30.82","25.52","1.30M","12.70%"
"Apr 00","25.74","26.85","27.50","23.70","1.13M","-4.31%"
"Mar 00","26.90","30.49","34.37","26.05","1.48M","-11.60%"
"Feb 00","30.43","27.60","30.83","27.41","1.33M","10.09%"
"Jan 00","27.64","25.20","29.95","24.02","1.45M","7.97%"
"Dec 99","25.60","24.63","27.02","24.10","1.13M","4.11%"
"Nov 99","24.59","22.00","27.15","21.77","1.48M","13.06%"
"Oct 99","21.75","24.45","24.85","20.55","1.51M","-11.26%"
"Sep 99","24.51","22.11","25.12","21.42","1.38M","10.85%"
"Aug 99","22.11","20.40","22.28","20.10","1.39M","7.70%"
"Jul 99","20.53","19.35","21.12","19.15","1.42M","6.43%"
"Jun 99","19.29","16.80","19.37","16.21","1.41M","14.55%"
"May 99","16.84","18.50","19.05","16.63","1.32M","-9.75%"
"Apr 99","18.66","16.68","18.83","15.61","1.42M","11.34%"
"Mar 99","16.76","12.35","17.05","12.18","1.59M","36.59%"
"Feb 99","12.27","12.79","12.90","11.26","1.06M","-3.76%"
"Jan 99","12.75","12.15","13.75","11.72","1.11M","5.81%"
"Dec 98","12.05","11.28","12.62","10.35","1.15M","7.40%"
"Nov 98","11.22","14.73","14.81","10.82","1.08M","-22.19%"
"Oct 98","14.42","16.15","16.36","13.07","1.23M","-10.66%"
"Sep 98","16.14","13.27","16.20","13.14","1.20M","20.99%"
"Aug 98","13.34","14.23","14.25","12.56","1.03M","-6.12%"
"Jul 98","14.21","14.30","15.00","13.25","1.04M","0.21%"
"Jun 98","14.18","15.20","15.57","11.40","1.26M","-6.71%"
"May 98","15.20","15.51","16.30","12.50","1.16M","-1.23%"
"Apr 98","15.39","15.60","16.20","14.95","1.04M","-1.41%"
"Mar 98","15.61","15.50","17.50","12.80","1.23M","1.10%"
"Feb 98","15.44","17.16","17.20","15.20","910.04K","-10.28%"
"Jan 98","17.21","17.68","18.06","15.70","1.11M","-2.44%"
"Dec 97","17.64","19.07","19.07","17.50","724.20K","-7.89%"
"Nov 97","19.15","21.30","21.55","18.96","677.35K","-9.16%"
"Oct 97","21.08","21.16","23.15","20.15","1.16M","-0.47%"
"Sep 97","21.18","19.60","21.48","19.23","979.74K","8.01%"
"Aug 97","19.61","20.15","20.94","19.14","977.55K","-2.63%"
"Jul 97","20.14","19.82","20.50","18.88","1.01M","1.72%"
"Jun 97","19.80","20.64","21.17","18.35","895.24K","-5.17%"
"May 97","20.88","20.08","22.40","19.44","926.38K","3.32%"
"Apr 97","20.21","20.41","20.65","18.96","932.45K","-0.98%"
"Mar 97","20.41","20.29","22.65","19.86","881.44K","0.54%"
"Feb 97","20.30","24.09","24.43","20.25","851.58K","-15.94%"
"Jan 97","24.15","25.88","26.74","23.63","900.07K","-6.83%"
"Dec 96","25.92","23.90","26.80","23.15","704.20K","9.14%"
"Nov 96","23.75","23.20","24.95","22.47","758.15K","1.71%"
"Oct 96","23.35","24.10","26.10","23.10","889.84K","-4.22%"
"Sep 96","24.38","23.40","25.35","22.85","738.66K","9.57%"
"Aug 96","22.25","20.40","23.35","20.25","780.55K","8.96%"
"Jul 96","20.42","20.95","22.55","19.98","693.94K","-2.39%"
"Jun 96","20.92","19.76","22.20","19.46","711.27K","5.87%"
"May 96","19.76","20.90","22.90","19.62","928.03K","-6.79%"
"Apr 96","21.20","21.38","25.70","21.16","884.47K","-1.26%"
"Mar 96","21.47","19.55","25.60","18.78","864.22K","9.88%"
"Feb 96","19.54","17.72","23.00","17.43","745.19K","10.15%"
"Jan 96","17.74","19.52","20.52","17.08","832.82K","-9.26%"
"Dec 95","19.55","18.18","19.82","18.18","634.04K","7.54%"
"Nov 95","18.18","17.65","18.85","17.48","703.07K","3.06%"
"Oct 95","17.64","17.53","17.75","16.81","774.10K","0.57%"
"Sep 95","17.54","17.90","19.08","17.11","841.22K","-1.68%"
"Aug 95","17.84","17.56","18.66","17.31","766.88K","1.59%"
"Jul 95","17.56","17.11","17.72","16.60","786.29K","0.92%"
